"","cell","trait","Prop._SNPs","Prop._h2","Prop._h2_std_error","Enrichment","Enrichment_std_error","Enrichment_p","Coefficient","Coefficient_std_error","Coefficient_z.score","p_zcore","FDR"
"89","Pattern_21","Primary Biliary Cirrhosis",0.182032905215967,0.347195687309572,0.0461302889151198,1.90732377147776,0.253417308592587,4.73113332564676e-05,-1.12944607272917e-09,2.26170420469236e-08,-0.0499378331784462,0.96017192838363,0.988399557747073
"90","Pattern_21","Rheumatoid Arthritis",0.182032905215967,0.281179431089989,0.0352944483263242,1.54466265731678,0.193890485263916,0.0046328696910206,-2.82664600819517e-09,8.20143964120494e-09,-0.344652418581951,0.730355693164437,0.897630815536591
"91","Pattern_21","Schizophrenia",0.182032905215967,0.211003795815901,0.01136645044503,1.15915194324654,0.062441735089294,0.0119266502745815,4.93261614663181e-09,6.78534265982558e-09,0.726951665364915,0.467255565685135,0.7465999685072
"92","Pattern_21","Subjective Well-Being",0.182032905215967,0.267671146390498,0.04422028444665,1.47045472945086,0.242924675591956,0.038687370671212,2.07189620179377e-09,1.41477119117656e-09,1.46447440739214,0.14306437076447,0.454605862363415
"93","Pattern_21","Triglycerides",0.182032905215967,0.317162722399029,0.0404228948771137,1.7423373099646,0.222063669363269,0.000264326201557673,2.86568284430756e-09,5.59657584336174e-09,0.512042170876078,0.608621495833215,0.829821263196733
"94","Pattern_21","Type 1 Diabetes",0.182032905215967,0.335172610907098,0.0886547237680251,1.84127485362849,0.487025813617838,0.0306709520293283,-2.38725142640855e-08,1.26355976656493e-08,-1.88930629921721,0.0588507979755477,0.314957733209856
"95","Pattern_21","Type 2 Diabetes",0.182032905215967,0.231155200955571,0.0358693605224434,1.26985393482197,0.197048772472688,0.155081196671123,-3.81864854163118e-09,4.27074902499013e-09,-0.894140236124036,0.371246863594023,0.678303334528051
"96","Pattern_21","Ulcerative Colitis",0.182032905215967,0.283033341256106,0.0370528243607535,1.55484713557865,0.203550145600288,0.0049596582752113,-1.99713936904642e-08,1.16775999306679e-08,-1.71023102427196,0.0872231608777956,0.3786993611062
"97","Pattern_21","Years of Education (EduYears)",0.182032905215967,0.196306382035771,0.0227623160167708,1.07841152017472,0.125045062538365,0.532458260707417,9.00372009343805e-11,2.34028795081663e-09,0.0384727020035986,0.969310796010391,0.989433945426514
"98","Pattern_21","Years of Education (College)",0.182032905215967,0.199012852813517,0.0112260219849417,1.09327955062523,0.061670289619467,0.128603250273861,1.19544917548e-09,1.53420498135596e-09,0.779197819070722,0.435863194635392,0.72757524597758
"99","Pattern_21","Savage cognition-intelligence",0.182032905215967,0.21190656938996,0.0127944016909705,1.16411134096086,0.0702862027927919,0.0198970625853013,3.39461871902168e-09,2.66575757611259e-09,1.27341613860176,0.202870413555781,0.536077801998307
"100","Pattern_21","Tissink 2022 - Cerebellar Volume",0.182032905215967,0.317055702452648,0.0272545777754435,1.74174939457505,0.149723357670462,5.46734613251804e-08,3.06500037133871e-08,1.22542967618621e-08,2.50116382106693,0.0123785903467641,0.147626151542891
"101","Pattern_21","Tissink 2022 - Subcortical Volume",0.182032905215967,0.323131646215749,0.0281409275116244,1.77512766624463,0.154592530829729,7.16124074328603e-09,1.9671932930843e-08,1.03626054855256e-08,1.89835779798049,0.0576489649455474,0.313795063424859
"102","Pattern_21","UKB_IDP_0021_Volume_of_left_amygdala",0.182032905215967,0.367381488040094,0.0747488678507751,2.01821471565389,0.410633823385348,0.00302684051911125,8.00119718100824e-09,6.79195846564932e-09,1.17803976886412,0.238780752139306,0.564882932369142
"103","Pattern_21","UKB_IDP_0024_Volume_of_right_accumbens",0.182032905215967,0.300040959933381,0.0461345955848822,1.64827869762012,0.253440967335809,0.0057117606373042,6.32519013526696e-10,7.76876185615143e-09,0.0814182523854631,0.935109333994565,0.976557708329807
"104","Pattern_21","UKB_IDP_0026_Volume_of_grey_matter_in_Left_Frontal_Pole",0.182032905215967,0.269054652557316,0.0339523090854935,1.47805503756645,0.186517426864181,0.00972845315179804,2.02612067897977e-09,7.88222124488097e-09,0.257049455481298,0.797140595406073,0.928521352498937
