,Pattern_1,Pattern_2,Pattern_3,Pattern_4,Pattern_5,Pattern_6,Pattern_7,Pattern_8,Pattern_9,Pattern_10,Pattern_11,Pattern_12,Pattern_13,Pattern_14,Pattern_15,Pattern_16,Pattern_17,Pattern_18,Pattern_19,Pattern_20,Pattern_21,Pattern_22,Pattern_23,Pattern_24,Pattern_25,Pattern_26,Pattern_27,Pattern_28
LINC02158,0.000273723,0.000481009,0.000310759,0.000278002,0.000728603,0.000288018,0.000207912,0.001028815,0.000491359,0.000229499,0.000255534,0.000529286,0.000316001,0.000149696,0.000245738,0.000169425,8.36E-05,0.000253068,0.0002734,0.000560513,0.000283606,4.21E-05,0.0002998,0.000300972,0.000402854,0.000244879,4.29E-05,0.000126985
HIGD1A,0.185252652,0.430467159,0.213436484,0.086257398,0.226891115,0.418911815,0.501996458,0.264511913,1.463535309,0.0482511,0.242271096,0.450175166,0.253653318,0.088985346,0.199048057,0.289132029,0.364848316,0.091173463,0.176348343,0.667738676,0.290825874,0.113984622,0.173115715,0.48279959,0.509830654,0.080883704,0.080143601,0.233505279
AC099329.1,0.000260616,0.000408852,0.000337351,0.000314768,0.000739975,0.000255364,0.000208967,0.000699134,0.000331995,0.000246334,0.000250888,0.000483679,0.000310746,0.000137175,0.000226533,0.000163241,8.29E-05,0.000239036,0.000269564,0.000255445,0.00023786,4.00E-05,0.000270525,0.00021025,0.000426328,0.000236105,3.94E-05,0.000121966
ACKR2,0.001208157,0.009418487,0.00319533,0.000426173,0.000979554,0.00252054,0.001212792,0.004648688,0.028889867,0.000875315,0.00263933,0.005030393,0.006964399,0.003234186,0.006196262,0.001041206,0.001721517,0.001167612,0.001119405,0.001906389,0.001032778,0.000209362,0.004886814,0.001742574,0.001631628,0.001831417,0.000147369,0.001641585
AC099329.2,0.000328321,0.001412025,0.000778369,0.000716834,0.002988035,0.000973586,0.000258402,0.003158381,0.000590883,0.0003451,0.000527249,0.001923444,0.000876164,0.000406218,0.000282971,0.00025796,0.000167707,0.000562068,0.000701802,0.000488972,0.00297008,6.63E-05,0.001748847,0.000479648,0.001055437,0.001902289,8.14E-05,0.000229884
KRBOX1,0.021749299,0.03492808,0.012093309,0.026170734,0.126726598,0.078962848,0.000397105,0.018124141,0.064042322,0.000131756,0.00021351,0.092548259,0.137383997,0.011461498,0.019413341,0.085617073,0.011473525,0.007379718,0.103651404,0.025407551,0.140801266,0.003103805,7.31E-05,0.070902057,0.000308293,0.00046208,0.000525134,0.001035317
CYP8B1,0.000243258,0.000623419,0.000310525,0.000301025,0.000740665,0.000261774,0.000200473,0.000731399,0.000363503,0.000237893,0.000248447,0.000474784,0.000340369,0.000152216,0.00024954,0.000174241,8.32E-05,0.000240542,0.000279451,0.000275714,0.00024428,4.44E-05,0.000275836,0.000210657,0.000482372,0.000253682,4.13E-05,0.000112769
ZNF662,0.029081088,0.047085837,0.147396445,0.110503964,0.171738848,0.155579254,0.010221607,0.101149924,0.013020799,0.013574691,0.022991858,0.135734171,0.121546321,0.316034257,0.057594962,0.149123877,0.107016869,0.085441388,0.163611501,0.123554796,0.206820548,0.046199434,0.196341455,0.027537594,0.09290272,0.180869058,0.005438481,0.015824649
KRBOX1-AS1,0.00026963,0.000430996,0.00034983,0.000302763,0.000736124,0.000265688,0.00020487,0.000703204,0.00033146,0.000279907,0.000256253,0.000490078,0.000335599,0.000143871,0.000250495,0.000162171,8.40E-05,0.00023899,0.000271545,0.000246106,0.000236661,4.17E-05,0.000275028,0.000202765,0.000439808,0.000248497,4.00E-05,0.000117893
GASK1A,0.023935514,0.019182278,0.021536227,0.133327141,0.276728034,0.017826142,0.018455286,0.02937435,0.027962545,0.006314651,0.077637188,0.43988049,0.023896631,0.018197637,0.003605617,0.000700885,0.009307786,0.006795991,0.031444717,0.004296434,0.07284309,0.001228222,0.000270944,0.111060195,0.0417623,0.00049242,0.00157367,0.000516739
POMGNT2,0.300578743,0.187146589,0.311899841,0.190572888,0.246939763,0.181581333,0.013524975,0.110571086,0.376334697,0.046611238,0.108917944,0.366650939,0.244831517,0.173008248,0.106221482,0.160642281,0.343851805,0.025321459,0.361566544,0.422626466,0.176069185,0.084194347,0.039317928,0.18088755,0.426764488,0.05569027,0.020850569,0.037796631
AC092042.4,0.000251217,0.0003883,0.000285053,0.000311482,0.001062565,0.000280442,0.000196707,0.000698203,0.000334575,0.000240493,0.000230637,0.000451538,0.000319733,0.000140372,0.000231981,0.000147826,8.31E-05,0.000245536,0.000276442,0.000265753,0.000248797,3.93E-05,0.000264503,0.000207259,0.000417617,0.00024749,4.06E-05,0.000119412
SNRK,0.094655372,0.376233339,0.266574144,0.381079197,0.351659715,0.295473963,0.020412656,0.417522401,0.199221537,0.167764947,0.110905841,0.202181309,0.21232155,0.063133366,0.075378977,0.239299744,0.424787432,0.107579321,0.264676839,0.240400165,0.12235979,0.08384987,0.070546798,0.2280173,0.83137691,0.132786646,0.053799327,0.075974666
SNRK-AS1,0.013176349,0.046712127,0.003760496,0.025232134,0.168924958,0.027670508,0.001632785,0.014410446,0.002911257,0.004510168,0.003548353,0.070703231,0.022808239,0.114870742,0.0065547,0.006254409,0.004867322,0.02618723,0.014278712,0.011072614,0.029258491,0.000665992,0.012366327,0.008308517,0.062644012,0.033911821,0.000419824,0.000523639
ANO10,0.039286144,0.166330442,0.040162809,0.066354692,0.286285818,0.040330824,0.100244991,0.305792361,0.516035199,0.031511851,0.026401956,0.251602769,0.070209697,0.025823118,0.037684627,0.026848162,0.005754101,0.064718798,0.031486925,0.044992391,0.065094821,0.00218542,0.069744781,0.147198871,0.052624907,0.11134053,0.004527887,0.016115559
ABHD5,0.049536392,0.154710159,0.122117028,0.045374785,0.112397946,0.095798329,0.090009041,0.12798129,0.264999628,0.086219005,0.112927452,0.22066623,0.036222376,0.053417191,0.041426551,0.038315728,0.070257969,0.059898287,0.122795671,0.091388464,0.058751453,0.004964989,0.084603675,0.200936332,0.087268211,0.07475505,0.006513162,0.026249217
AC006058.2,0.000320113,0.002155141,0.000683504,0.000545247,0.018678321,0.000671532,0.000231492,0.000819197,0.004468115,0.000275163,0.000294919,0.001422795,0.000425549,0.000186737,0.00041563,0.000234632,8.81E-05,0.000262006,0.000492944,0.000402002,0.000279979,5.30E-05,0.000407358,0.001718546,0.000425911,0.000294806,5.57E-05,0.000194664
AC006058.3,0.000459593,0.013434496,0.003032981,0.000473303,0.014656324,0.00061039,0.000674869,0.003391016,0.136033356,0.00027127,0.000744649,0.006261772,0.001719845,0.000298,0.000664009,0.000384649,0.000160694,0.000410654,0.001048224,0.001047298,0.000513916,7.35E-05,0.003665907,0.007149637,0.000428947,0.000692325,4.82E-05,0.000609461
AC006058.1,0.068121225,0.033996489,0.002065071,0.001874543,0.734404862,0.00087352,0.24795115,0.000274272,0.736932218,0.000518338,0.000232875,0.068333507,0.003811636,0.000260907,0.000907615,1.66E-05,1.22E-05,0.081868693,0.004962731,4.69E-06,1.60E-05,7.57E-07,0.142112806,0.000602642,0.00012937,9.09E-05,6.88E-07,3.50E-05
TOPAZ1,0.000252073,0.000417354,0.000298442,0.000289377,0.000755015,0.000269225,0.000200337,0.000679995,0.000337514,0.000234401,0.000257339,0.00048346,0.000324264,0.000140603,0.000237395,0.000157376,8.41E-05,0.000240103,0.00028085,0.000260496,0.000241125,3.91E-05,0.000271242,0.000216143,0.000424638,0.000243235,4.15E-05,0.000113456
AC104187.1,0.001312736,0.006982257,0.022202464,0.001292691,0.005131161,0.007124799,0.00066035,0.004126129,0.001112451,0.000424986,0.001965657,0.006764029,0.00847549,0.008473033,0.004469105,0.007015374,0.001637252,0.001147518,0.001987332,0.012108959,0.00429508,0.001886651,0.000361083,0.001111602,0.00084151,0.00214026,0.000126515,0.000757016
TCAIM,0.053037073,0.137156054,0.113909796,0.082620747,0.131097361,0.15667516,0.142766073,0.125060573,0.264943123,0.03041796,0.105940655,0.28440395,0.078119896,0.117188498,0.104344197,0.122445852,0.128720075,0.031706333,0.140416518,0.201328948,0.240680262,0.012810978,0.107435547,0.108436622,0.188944831,0.100039996,0.020605231,0.031106433
LINC01988,0.000256243,0.000381367,0.000308275,0.000298658,0.000759488,0.000276696,0.000200638,0.000683834,0.000337141,0.000235138,0.000232163,0.000456892,0.000323685,0.000148905,0.000218018,0.000157293,7.99E-05,0.000246371,0.000261348,0.000282321,0.000234858,4.26E-05,0.000276216,0.000193,0.000404864,0.000242292,3.93E-05,0.000114408
ZNF445,0.192356527,0.129048496,0.210743234,0.344905406,0.640147686,0.203855678,0.031107785,0.20936352,0.033353947,0.071878761,0.08925347,0.228812635,0.176988691,0.332895905,0.17730993,0.250848055,0.203034684,0.275034606,0.214063644,0.122207806,0.255413562,0.118622668,0.281192482,0.082519427,0.41340819,0.347038716,0.038483277,0.049518716
ZNF852,0.000925125,0.003287004,0.001976468,0.000822253,0.001604762,0.002034586,0.000548648,0.003268451,0.001068533,0.001553733,0.000806843,0.001405351,0.00161927,0.001822946,0.000719785,0.001202307,0.000966781,0.001045218,0.002474912,0.002039621,0.001780016,0.000152633,0.001155204,0.000725411,0.001371501,0.002172081,0.000257206,0.000492091
ZKSCAN7,0.014188013,0.038107473,0.041042339,0.079543754,0.13979809,0.050575335,0.004046102,0.032277979,0.01511493,0.00291727,0.016027788,0.092841879,0.064101674,0.09184777,0.03396615,0.078233071,0.034167688,0.011773163,0.123202749,0.030430648,0.053056736,0.00743614,0.077589981,0.017274823,0.032484096,0.073571995,0.005127028,0.002878463
ZKSCAN7-AS1,0.000469217,0.001777848,0.001414225,0.000752072,0.001358878,0.000854454,0.000344831,0.001301928,0.000980244,0.000352419,0.000490814,0.001671994,0.000691369,0.000413952,0.00047593,0.000552477,0.000166615,0.000469871,0.000756819,0.000604473,0.000601847,9.37E-05,0.0003888,0.000618412,0.000530446,0.000597109,6.56E-05,0.000293342
ZNF660,0.000276326,0.024867965,0.081296116,0.060768936,0.127559125,0.02394166,0.003207512,0.047604561,0.007061247,0.010773418,0.010298756,0.08407867,0.02926576,0.017646154,0.027182607,0.049494013,0.026231745,0.026071878,0.076770648,0.042002317,0.162638158,0.002059278,0.063931875,0.010585963,0.040895179,0.102696538,0.002462051,0.007788734
ZNF197,0.07598374,0.048504878,0.097857051,0.184924319,0.246861905,0.137740314,0.021660572,0.051468186,0.060973603,0.046142444,0.053371537,0.171272784,0.045755394,0.159360081,0.129901692,0.148360804,0.084072433,0.041832902,0.131707668,0.1084693,0.120750897,0.011673283,0.098803975,0.07024169,0.131341353,0.176711082,0.011138152,0.01797688
ZNF197-AS1,0.0002518,0.000432236,0.00031672,0.000302694,0.000734576,0.000259346,0.000212761,0.000681874,0.000343245,0.000235461,0.000242592,0.000469595,0.000321226,0.000144519,0.000233601,0.000158328,7.99E-05,0.000243989,0.000277913,0.000285419,0.000254377,4.07E-05,0.000283379,0.000211671,0.000473972,0.000250501,4.06E-05,0.000117969
ZNF35,0.018529503,0.035143476,0.016702805,0.007439571,0.042910159,0.019979963,0.012517785,0.03072191,0.049964096,0.012284371,0.00611471,0.03608251,0.006541627,0.00469289,0.009317583,0.017145837,0.0111864,0.017608648,0.03119399,0.01845458,0.044859264,0.002608007,0.015031668,0.008968571,0.01912331,0.031063451,0.002961565,0.006356379
AC124045.1,0.022006331,0.017275997,0.027634751,0.085918948,0.245938346,0.030757109,0.001881111,0.040736735,0.013726125,0.007447619,0.015226129,0.040051281,0.028531492,0.070630409,0.010095093,0.054285198,0.028987743,0.049889401,0.05235311,0.02350023,0.04788873,0.000907529,0.03328358,0.014343459,0.006827986,0.086415663,7.30E-05,0.003602258
ZNF502,0.015681785,0.03236888,0.047042497,0.044818588,0.082399301,0.075810783,0.001152479,0.040292144,0.019945405,0.010102594,0.011303725,0.085836656,0.052212421,0.062539227,0.076803625,0.036307551,0.034276251,0.012210508,0.084319152,0.068267323,0.037450928,0.007631083,0.038536552,0.010843861,0.061502621,0.068793759,0.00657075,0.009451915
ZNF501,0.00718222,0.008362602,0.048122779,0.014234807,0.072058164,0.024055166,0.012266569,0.02113848,0.020593734,0.00251531,0.014453157,0.083265588,0.009262887,0.017434107,0.021793108,0.017188361,0.025826789,0.019276695,0.055041257,0.025864847,0.034451868,0.00126981,0.055746272,0.029114015,0.022007156,0.055163648,0.001970146,0.007190605
KIAA1143,0.09586709,0.161304519,0.10607212,0.142755136,0.201328173,0.137076095,0.057068117,0.202349767,0.237080157,0.042991806,0.103902452,0.407013029,0.057844598,0.055349808,0.058216069,0.077651866,0.111813679,0.052897576,0.130983412,0.164273828,0.28255567,0.045661476,0.190670103,0.192328855,0.15219079,0.088859059,0.023989998,0.047561057
KIF15,0.002795487,0.004149227,0.002065142,0.065134764,0.26329723,0.002654219,0.000170238,0.048117816,0.005588861,0.002277676,0.000321151,0.076514572,0.00419454,0.002242303,0.000785802,0.001365691,0.001529337,0.008799247,0.013598856,0.009341733,0.377056122,6.64E-05,4.32E-05,0.016414117,0.007070609,0.003629854,0.002571557,0.010913223
TMEM42,0.046753336,0.092282809,0.126540989,0.028317327,0.176717624,0.099844731,0.097333454,0.165533096,0.4216277,0.009405325,0.056355044,0.114857569,0.101825871,0.200415775,0.091098391,0.073667288,0.031163588,0.048106682,0.118843265,0.146563798,0.221132159,0.012274398,0.08916007,0.166558608,0.037025802,0.059957709,0.002798957,0.021346262
TGM4,0.000244323,0.000411912,0.000311728,0.000318745,0.000702374,0.000261982,0.000208428,0.000629715,0.000338633,0.000227012,0.000239399,0.000482563,0.000296304,0.000140841,0.000233181,0.00016298,7.92E-05,0.000235894,0.000277522,0.000260653,0.000225569,4.22E-05,0.00026591,0.000205229,0.00042282,0.000239327,4.08E-05,0.000114626
ZDHHC3,0.163166612,0.254950315,0.175015897,0.140067011,0.252188802,0.200102866,0.113138437,0.323833257,0.640263736,0.070872016,0.091837607,0.264650106,0.144198939,0.184486106,0.120909385,0.193956301,0.265397251,0.088161014,0.228229046,0.162805274,0.131999597,0.022744136,0.158948883,0.225236431,0.277764082,0.11464972,0.018434174,0.102702245
EXOSC7,0.119221516,0.132172525,0.169046804,0.030614747,0.278120726,0.188908949,0.062113672,0.096985303,0.275481254,0.00659731,0.056179829,0.32541132,0.16590862,0.386207491,0.235802308,0.032412708,0.200445861,0.145801693,0.317301691,0.096756876,0.203838736,0.138020054,0.069542155,0.114567906,0.140152887,0.106837668,0.014301537,0.076917112
CLEC3B,0.00269337,0.001955466,0.003355344,0.00295817,0.049707144,0.009491718,0.017101137,0.405626029,0.005920345,0.012396242,0.008786877,0.005844276,0.045114905,0.00246345,0.001558908,0.003023672,0.003682704,0.028487636,0.002143472,0.051176358,0.00053368,7.43E-05,0.000264177,0.009859529,0.027246371,7.32E-05,0.00050196,0.012723933
CDCP1,0.000490568,0.001797107,0.000824326,0.00065298,0.001947602,0.000764097,0.00051275,0.005320525,0.000862781,0.004182701,0.0007944,0.002738353,0.000546284,0.000264094,0.000404246,0.000330231,0.000129187,0.000424783,0.000706705,0.000632868,0.000661631,7.04E-05,0.002008927,0.000658359,0.001207841,0.001181922,8.23E-05,0.00069307
TMEM158,0.042371638,0.084183201,0.300418645,0.505324304,0.378898263,0.301760912,0.113812812,0.078806706,0.237039924,0.015564379,0.15802227,0.348001212,0.3733325,0.109821208,0.128517345,0.90211606,1.520568013,0.645937681,0.783966064,0.448255599,0.041690391,0.35592851,0.012673753,0.071910195,0.044917114,0.122007459,0.055313475,0.247168973
LARS2,0.168753535,0.107139155,0.04995935,0.044231277,0.220362902,0.092696533,0.040826023,0.072058514,0.204379693,0.015073055,0.123827398,0.2366146,0.075603001,0.111397207,0.064638458,0.074478574,0.047007143,0.093614914,0.188207552,0.069650322,0.108260952,0.013190318,0.165098131,0.142138988,0.024043512,0.09473291,0.006794142,0.039245471
LIMD1,0.024762152,0.037852135,0.023062469,0.186868668,0.239875987,0.032713443,0.174337044,0.185267746,0.035463944,0.020932829,0.008573043,0.356703252,0.082763545,0.038224772,0.001486268,0.006586724,0.048069607,0.045555104,0.158730343,0.004000365,0.056403991,0.006261056,0.114428304,0.044056263,0.007295632,0.029529668,0.001302609,0.004277641
LIMD1-AS1,0.002101367,0.032419063,0.015298293,0.000447033,0.022181192,0.019229433,0.000588712,0.003245299,0.020333268,0.000594365,0.007116,0.016293479,0.045815676,0.038044743,0.024295885,0.02448391,0.022090647,0.001397114,0.041510552,0.013753988,0.001002886,0.003331382,0.000443479,0.008222201,0.006097189,0.000280962,0.00018314,0.001172691
SACM1L,0.216333687,0.234104857,0.13231647,0.242951557,0.615499496,0.106085986,0.098458037,0.181309164,0.599433362,0.063966662,0.062978268,0.217524394,0.220020846,0.25660038,0.045799822,0.132361352,0.244524986,0.209216207,0.341979265,0.106183596,0.155956224,0.065056905,0.317981631,0.125674754,0.385025054,0.144214913,0.021630861,0.04437748
SLC6A20,0.000252384,0.003028862,0.000188696,0.009779033,0.063273616,0.000166431,2.53E-05,0.360398918,0.000178364,6.49E-05,3.25E-05,0.023606068,0.00011733,5.83E-05,0.00014862,3.34E-05,3.73E-05,0.000106051,5.85E-05,9.56E-05,0.000108523,1.58E-05,0.058385998,8.17E-05,0.000231012,0.002239484,2.26E-05,2.56E-05
LZTFL1,0.012135992,0.093924589,0.033435769,0.209339544,0.156747207,0.100533091,0.008562563,0.152867258,0.247663334,0.00671759,0.052372064,0.420466691,0.078013979,0.058759991,0.079182006,0.069240071,0.09150406,0.007904924,0.0835362,0.129451528,0.111057542,0.007581104,0.11136692,0.194425389,0.190503955,0.040520582,0.014085198,0.008603371
AC099782.2,0.00026652,0.000446359,0.000290412,0.000314601,0.000762443,0.000256416,0.000204555,0.000781814,0.000347402,0.00022321,0.000252836,0.000453428,0.000349811,0.000145898,0.000223017,0.000154206,7.96E-05,0.000235226,0.000267794,0.000271416,0.000234319,3.95E-05,0.000303206,0.00019397,0.000401745,0.000244136,3.92E-05,0.00012213
CCR9,0.000283432,0.000584693,0.0003595,0.000400147,0.000911572,0.000296818,0.000210371,0.001288741,0.000414046,0.000285427,0.000261633,0.001531789,0.0003864,0.000159384,0.000236845,0.000178425,9.01E-05,0.000250294,0.000317991,0.000276429,0.000281769,4.38E-05,0.000402695,0.000232591,0.000498719,0.000310081,4.29E-05,0.000133471
FYCO1,0.008162607,0.015137515,0.009625213,0.009972839,0.01860448,0.007756794,0.020413848,0.209723502,0.008899178,0.016803347,0.019226128,0.069748506,0.002915342,0.00200006,0.00059307,0.000571776,0.000426838,0.0024746,0.001832413,0.004999432,0.130316377,0.000187049,0.052426193,0.028830893,0.038237236,0.036946759,7.47E-05,0.005851506
CXCR6,0.000270734,0.000404614,0.00029627,0.00030624,0.000710669,0.000263459,0.000203857,0.000928106,0.00037325,0.000234616,0.000232711,0.000458059,0.000351533,0.00015054,0.000233596,0.000163965,8.85E-05,0.000233407,0.00027948,0.000281345,0.000252449,4.14E-05,0.000252258,0.000204201,0.000412455,0.000246756,4.14E-05,0.000119873
CCR3,0.000233876,0.000389303,0.000302897,0.000320528,0.000764392,0.000264443,0.000201792,0.000683328,0.000331594,0.000248534,0.000245967,0.000496323,0.000318657,0.000140918,0.000230821,0.00016722,8.38E-05,0.000231007,0.000271204,0.000263688,0.000244469,3.98E-05,0.000265166,0.000209822,0.000440799,0.000260488,4.27E-05,0.000117679
CCR1,0.000212839,0.008056849,0.002607004,0.004141358,0.003009202,0.002407502,0.003572916,0.044966295,0.004360217,0.038143829,0.004720657,0.024070937,0.001929591,0.000280244,0.002790068,0.001231057,0.000654438,0.000322782,0.002907319,0.004000914,0.000656756,7.07E-05,0.03116986,0.008058403,0.00258714,0.00081598,0.000325691,0.001293133
CCR2,0.000252664,0.000468236,0.000336316,0.001665518,0.002728126,0.000354542,0.000203805,0.005031085,0.000358409,0.000271035,0.000281478,0.001254917,0.000311026,0.000157757,0.000365064,0.000196688,8.13E-05,0.000237266,0.000314974,0.000303839,0.000270221,5.54E-05,0.000284675,0.000225843,0.000424759,0.0002733,4.93E-05,0.000130723
CCR5AS,0.000242268,0.000602994,0.000413836,0.000352508,0.000785954,0.000348535,0.000251856,0.000842126,0.000409053,0.000286198,0.00030943,0.000673777,0.000394057,0.000176738,0.000485951,0.000264495,0.00010116,0.000274423,0.000343318,0.000360353,0.000294065,4.87E-05,0.000316756,0.000273808,0.000467228,0.000323494,4.77E-05,0.000170812
CCR5,0.000233807,0.000677668,0.000314895,0.000275926,0.000717172,0.000270866,0.000308324,0.004989482,0.000369218,0.022707585,0.000302092,0.000588074,0.000423467,0.000178441,0.000224685,0.000169996,8.26E-05,0.00021216,0.000412786,0.00030449,0.000267324,3.77E-05,0.000297888,0.000213337,0.004107946,0.000270224,3.63E-05,0.00012018
CCRL2,0.000734355,0.004340921,0.00079479,0.000384153,0.000895721,0.001066295,0.001328167,0.063290805,0.000693443,0.00621826,0.002073959,0.000921829,0.003733643,0.000764006,0.001408012,0.000467963,0.000265343,0.000948316,0.000665799,0.001984778,0.00030905,0.000100963,0.001761797,0.000571364,0.001444235,0.00083561,5.81E-05,0.000658133
LINC02009,0.004069489,0.006035935,0.000504252,0.016980711,0.012169361,0.005834388,0.000243768,0.001410111,0.000427868,0.000239987,0.000363091,0.001267897,0.021206567,0.014048507,0.0003008,0.000347748,0.008751021,0.001890164,0.000791299,0.020710211,0.000186025,0.000260263,0.000217758,0.000454941,0.003907213,0.000217162,4.91E-05,0.000106374
LTF,0.000603559,0.00077707,0.000857174,0.000433224,0.00098729,0.00087455,0.000938794,0.01061515,0.000745423,0.000845929,0.002115211,0.001349964,0.000856764,0.000871858,0.003272519,0.000522127,0.000168976,0.001590319,0.00051929,0.001351307,0.000906197,7.50E-05,0.000618409,0.000627506,0.000713009,0.000716893,0.000102978,0.000336828
RTP3,0.000256824,0.000415115,0.000318403,0.000306035,0.000740064,0.000267178,0.000191734,0.000741862,0.000329488,0.000247512,0.000239936,0.000469506,0.000313294,0.000145786,0.000239918,0.000164374,8.01E-05,0.000236657,0.000258405,0.000274016,0.000256211,4.17E-05,0.000268642,0.000212637,0.000421478,0.000236756,3.96E-05,0.00011456
LRRC2,0.000164037,0.002486157,0.000756809,0.001466324,0.001596676,0.009146187,0.000361163,0.00124594,0.000853579,0.010719924,0.005512158,0.002288396,0.004269407,0.005755856,0.011017433,0.011499156,0.002091243,0.000260409,0.00290709,0.005459797,0.000207102,0.000821116,0.003633719,0.000294576,0.165672153,0.000265232,7.78E-05,0.000117862
TDGF1,0.000269612,0.000691586,0.000945466,0.000244754,0.000667817,0.000856099,0.001036112,0.146798164,0.001415799,0.000301275,0.000323903,0.000383727,0.000526039,0.000651734,0.000175074,0.000169145,0.000321576,0.00069698,0.000769508,0.006612554,0.000450768,5.42E-05,0.000142242,0.000280198,0.000480707,0.000204915,5.22E-05,0.000182735
FAM240A,0.000271647,0.000422508,0.000341854,0.000428563,0.000842547,0.000276929,0.000232522,0.000758934,0.000340966,0.000258475,0.000352691,0.000646015,0.000352267,0.000158238,0.000233476,0.000160984,8.47E-05,0.00024107,0.000304524,0.000270164,0.000247079,4.00E-05,0.000284583,0.000223683,0.000441163,0.000240275,4.52E-05,0.00011801
ALS2CL,0.013252432,0.00607386,0.01409838,0.009584165,0.028927177,0.008669283,0.000354489,0.153691828,0.003159278,0.005197779,0.006243579,0.016097661,0.003981846,0.04859788,0.004657223,0.000522086,0.003479821,0.016045596,0.000491957,0.028527327,0.001381787,0.000294779,0.004520927,0.001605192,0.290019244,0.000826809,2.59E-05,0.000208469
TMIE,0.000354026,0.011155182,0.018733524,0.007651588,0.00925463,0.004885739,0.001881787,0.002026742,0.024259077,0.001525887,0.006617479,0.053928822,0.010642232,0.001774631,0.021000341,0.00517505,0.000857941,0.002139231,0.000889742,0.008715588,0.000586225,0.000141636,0.000829122,0.040836778,0.004994123,0.000257551,0.000189224,0.000933166
